Orthogroup	Uloborus_diversus	Drosophila_melanogaster
OG0004091	GJZJ01279591.1.p1	FBpp0112333
OG0004092	GJZJ01251223.1.p1	FBpp0074238, FBpp0308798, FBpp0078804
OG0004093	GJZJ01191604.1.p1, jg4664.t1.p1	FBpp0071669
OG0004094	jg24409.t1.p1, GJZJ01137523.1.p1, GJZJ01244441.1.p1, GJZJ01254614.1.p1	FBpp0074608
OG0004095	GJZJ01086800.1.p1, jg20373.t2.p1	FBpp0088913, FBpp0309128
OG0004097	jg36676.t1.p1	FBpp0074821
OG0004098	GJZJ01228004.1.p1	FBpp0423146
OG0004099	GJZJ01068847.1.p1	FBpp0085104
OG0004102	jg29012.t1.p1, GJZJ01120751.1.p1	FBpp0302537
OG0004104	GJZJ01108893.1.p1	FBpp0074426
OG0004105	GJZJ01188016.1.p2, GJZJ01160756.1.p1	FBpp0077140
OG0004106	jg8959.t1.p1, GJZJ01053710.1.p1, jg8965.t1.p1, GJZJ01220656.1.p1, jg8851.t1.p1	FBpp0293589
OG0004107	GJZJ01062592.1.p1	FBpp0081681
OG0004109	jg24194.t1.p1, GJZJ01021154.1.p1	FBpp0073887
OG0004111	GJZJ01039094.1.p1	FBpp0289234
OG0004112	jg21246.t1.p1, GJZJ01133049.1.p1, GJZJ01008412.1.p1, GJZJ01202125.1.p1, jg21245.t1.p1	FBpp0085066, FBpp0302572
OG0004114	GJZJ01006280.1.p1	FBpp0085566
OG0004115	GJZJ01220731.1.p1	FBpp0074907
OG0004116	GJZJ01247030.1.p1	FBpp0077784
OG0004117	GJZJ01168882.1.p1	FBpp0073572
OG0004118	jg22280.t1.p1, GJZJ01032091.1.p1	FBpp0086558
OG0004125	jg30103.t1.p1	FBpp0086017
OG0004127	GJZJ01276692.1.p1, jg18849.t1.p1	FBpp0099856
OG0004128	jg27493.t1.p1, jg350.t1.p1	FBpp0071178
OG0004131	jg15208.t1.p1	FBpp0070597
OG0004132	jg14034.t1.p1	FBpp0304695
OG0004135	GJZJ01200445.1.p1	FBpp0073862
OG0004136	jg28126.t1.p1, GJZJ01066445.1.p1, jg28127.t1.p1	FBpp0081008
OG0004138	GJZJ01201642.1.p1	FBpp0074583
OG0004141	jg11237.t1.p1, GJZJ01255200.1.p1, GJZJ01134006.1.p1	FBpp0082187
OG0004143	GJZJ01124977.1.p1, GJZJ01124977.1.p2, GJZJ01141000.1.p1, jg19476.t1.p1	FBpp0289702, FBpp0292259
OG0004144	jg22708.t1.p1	FBpp0076785, FBpp0423204, FBpp0080847, FBpp0070578, FBpp0074304
OG0004145	GJZJ01168194.1.p1	FBpp0302889
OG0004148	jg16320.t1.p1, GJZJ01201385.1.p1	FBpp0073201
OG0004152	jg20478.t1.p1, GJZJ01168937.1.p1, GJZJ01168937.1.p2	FBpp0073392
OG0004153	GJZJ01062734.1.p1	FBpp0082457
OG0004155	GJZJ01034557.1.p1, jg4097.t1.p1, jg4112.t1.p1, GJZJ01214900.1.p1	FBpp0428487
OG0004157	GJZJ01095023.1.p1	FBpp0078362
OG0004159	GJZJ01061791.1.p1	FBpp0075283
OG0004160	GJZJ01108273.1.p1, GJZJ01216599.1.p1, jg43938.t1.p1	FBpp0083450, FBpp0087603, FBpp0076835
OG0004161	jg9467.t1.p1, jg9465.t1.p1, GJZJ01232646.1.p1, jg9463.t1.p1	FBpp0072251
OG0004162	GJZJ01207812.1.p1	FBpp0303077
OG0004163	GJZJ01241219.1.p1	FBpp0084016
OG0004164	GJZJ01245221.1.p1, jg12597.t1.p1	FBpp0070670
OG0004165	jg8950.t1.p1, GJZJ01040915.1.p1	FBpp0071503
OG0004168	GJZJ01170254.1.p1, GJZJ01171062.1.p1	FBpp0080705
OG0004169	GJZJ01236006.1.p1	FBpp0077263
OG0004171	jg27284.t1.p1	FBpp0071028
OG0004172	jg20919.t1.p1	FBpp0071162, FBpp0428081
OG0004174	jg43758.t1.p1	FBpp0070812
OG0004176	jg28050.t1.p1, GJZJ01029418.1.p1, GJZJ01128888.1.p1	FBpp0081878
OG0004181	jg18542.t1.p1, jg18543.t1.p1, GJZJ01253065.1.p1, jg5007.t1.p1	FBpp0083015
OG0004183	GJZJ01248319.1.p1, jg40333.t1.p1, jg26474.t1.p1	FBpp0087438
OG0004184	GJZJ01058993.1.p1	FBpp0081842
OG0004185	jg22626.t1.p1, GJZJ01080644.1.p1	FBpp0073290, FBpp0078742
OG0004186	GJZJ01132232.1.p2, GJZJ01132232.1.p1	FBpp0074883, FBpp0271909
OG0004187	GJZJ01092409.1.p1	FBpp0085582
OG0004189	GJZJ01184586.1.p1	FBpp0073607, FBpp0075803
OG0004190	GJZJ01087583.1.p1	FBpp0085836
OG0004191	jg29359.t1.p1, GJZJ01031668.1.p1	FBpp0071630
OG0004192	GJZJ01085498.1.p1	FBpp0306641
OG0004193	GJZJ01171813.1.p1, jg17106.t1.p1	FBpp0087137
OG0004194	jg21822.t2.p1, GJZJ01143619.1.p1	FBpp0072768
OG0004195	GJZJ01049334.1.p1, GJZJ01135365.1.p1	FBpp0084959
OG0004197	GJZJ01043687.1.p1	FBpp0079802
OG0004198	GJZJ01237788.1.p2, GJZJ01251995.1.p1	FBpp0071684
OG0004199	jg27848.t1.p1, GJZJ01136382.1.p1	FBpp0083715
OG0004201	jg24838.t1.p1, GJZJ01249308.1.p1	FBpp0075561
OG0004202	GJZJ01113449.1.p1	FBpp0073530
OG0004203	GJZJ01140486.1.p1	FBpp0073085
OG0004204	jg3288.t1.p1	FBpp0072572
OG0004205	GJZJ01249689.1.p1, GJZJ01035078.1.p1, jg11102.t1.p1	FBpp0111839
OG0004206	GJZJ01100421.1.p1, jg3793.t1.p1, GJZJ01226352.1.p1, jg17761.t1.p1	FBpp0082388
OG0004207	GJZJ01099789.1.p1	FBpp0076891
OG0004208	jg14196.t1.p1, GJZJ01141003.1.p1	FBpp0302956
OG0004209	GJZJ01007264.1.p1, jg3056.t1.p1	FBpp0312592
OG0004210	GJZJ01145862.1.p1	FBpp0075732
OG0004211	jg26743.t1.p1, GJZJ01081751.1.p1	FBpp0311708
OG0004212	GJZJ01057797.1.p1	FBpp0082803
OG0004213	GJZJ01010064.1.p1	FBpp0082755
OG0004214	GJZJ01160161.1.p1	FBpp0088537
OG0004215	GJZJ01226746.1.p1, GJZJ01213329.1.p1, jg26216.t1.p1, jg26215.t1.p1	FBpp0085763
OG0004219	GJZJ01116405.1.p1, jg34059.t1.p1, GJZJ01164124.1.p1	FBpp0074963
OG0004220	GJZJ01201547.1.p1	FBpp0082148
OG0004221	GJZJ01109154.1.p1, jg3588.t1.p1	FBpp0297447, FBpp0288555
OG0004223	jg24938.t1.p1, GJZJ01169300.1.p1	FBpp0100038
OG0004224	jg8097.t1.p1, GJZJ01050627.1.p1	FBpp0110088
OG0004225	GJZJ01011474.1.p1	FBpp0083248
OG0004226	GJZJ01087442.1.p1	FBpp0077929
OG0004227	GJZJ01266074.1.p2, GJZJ01266074.1.p1	FBpp0083695
OG0004230	jg19385.t1.p1, GJZJ01273866.1.p1	FBpp0311149, FBpp0072319, FBpp0083900, FBpp0070789
OG0004232	GJZJ01001806.1.p1	FBpp0288393
OG0004234	GJZJ01158113.1.p1, jg23014.t1.p1	FBpp0084673
OG0004236	GJZJ01118935.1.p1, GJZJ01087908.1.p2, GJZJ01087908.1.p1, jg3110.t1.p1	FBpp0078408
OG0004237	GJZJ01071286.1.p1	FBpp0077340
OG0004238	GJZJ01097067.1.p1	FBpp0072455
OG0004240	jg32907.t1.p1	FBpp0311379, FBpp0311381
OG0004241	GJZJ01026000.1.p1, GJZJ01228794.1.p1, GJZJ01218586.1.p1	FBpp0085166
OG0004244	jg32087.t1.p1, GJZJ01252916.1.p1	FBpp0070037
OG0004245	GJZJ01011474.1.p2	FBpp0075969
OG0004248	GJZJ01025497.1.p1, jg35966.t1.p1	FBpp0071222
OG0004249	jg9170.t1.p1, GJZJ01117900.1.p1	FBpp0071688
OG0004250	GJZJ01037515.1.p1, jg13601.t1.p1, GJZJ01093043.1.p1	FBpp0082735
OG0004251	jg10359.t1.p1	FBpp0070114
OG0004252	GJZJ01230916.1.p1, GJZJ01178742.1.p1	FBpp0084306
OG0004254	GJZJ01023959.1.p1, GJZJ01250192.1.p1, jg21759.t1.p1	FBpp0078880
OG0004257	jg26198.t1.p1	FBpp0293623, FBpp0305801, FBpp0303222
OG0004258	jg15691.t1.p1, GJZJ01154598.1.p1, jg15689.t1.p1	FBpp0082008
OG0004259	GJZJ01176378.1.p1	FBpp0113056
OG0004262	GJZJ01164670.1.p1, GJZJ01143529.1.p1	FBpp0310255
OG0004264	GJZJ01224446.1.p1, jg20809.t2.p1	FBpp0081448
OG0004265	jg45299.t2.p1, GJZJ01018450.1.p1	FBpp0303101
OG0004266	GJZJ01271262.1.p1, GJZJ01137926.1.p2	FBpp0085314
OG0004267	GJZJ01219156.1.p3	FBpp0080143
OG0004270	GJZJ01104232.1.p1	FBpp0289823
OG0004274	GJZJ01247823.1.p1, jg23763.t1.p1, GJZJ01231594.1.p1	FBpp0073675
OG0004276	GJZJ01034473.1.p1, GJZJ01187981.1.p1, jg43027.t1.p1	FBpp0071427, FBpp0312070, FBpp0082957
OG0004278	GJZJ01055439.1.p1, jg2638.t1.p1	FBpp0301081, FBpp0075377
OG0004279	GJZJ01250573.1.p1, jg20350.t1.p1	FBpp0081990
OG0004280	jg44124.t1.p1, GJZJ01056034.1.p1	FBpp0081571
OG0004284	jg29164.t1.p1	FBpp0072517
OG0004285	GJZJ01019175.1.p1	FBpp0297275
OG0004286	GJZJ01150322.1.p1	FBpp0084251
OG0004287	GJZJ01195239.1.p1, jg35051.t1.p1	FBpp0080676
OG0004290	GJZJ01157252.1.p1	FBpp0071116, FBpp0078166
OG0004291	GJZJ01167892.1.p1, jg31408.t1.p1, GJZJ01215399.1.p1	FBpp0085535, FBpp0308525
OG0004292	GJZJ01150534.1.p1	FBpp0112173, FBpp0070651
OG0004293	GJZJ01034751.1.p2, GJZJ01133809.1.p1	FBpp0075543
OG0004295	GJZJ01171133.1.p1, jg32148.t1.p1	FBpp0290715, FBpp0089045, FBpp0310184
OG0004296	GJZJ01137356.1.p1	FBpp0077507
OG0004297	GJZJ01146422.1.p1, jg15256.t1.p1, jg32924.t1.p1	FBpp0112403
OG0004298	GJZJ01081437.1.p1, jg9925.t1.p1	FBpp0076549
OG0004299	jg26421.t1.p1, GJZJ01076413.1.p1, GJZJ01044903.1.p1	FBpp0293883
OG0004300	jg27340.t1.p1	FBpp0084347
OG0004301	jg29068.t1.p1, jg29209.t1.p1	FBpp0078120
OG0004302	GJZJ01136620.1.p1	FBpp0289845
OG0004303	GJZJ01243651.1.p1, GJZJ01246434.1.p1	FBpp0072312
OG0004305	jg33665.t1.p1, jg20818.t1.p1	FBpp0086467
OG0004306	jg29746.t1.p1, GJZJ01184802.1.p1	FBpp0074386
OG0004307	jg25398.t1.p1, jg25407.t1.p1, GJZJ01224197.1.p1	FBpp0291536, FBpp0086478, FBpp0086479
OG0004308	GJZJ01055129.1.p1, GJZJ01132525.1.p1, jg16922.t1.p1, jg8549.t1.p1, jg16919.t1.p1	FBpp0074237
OG0004311	GJZJ01058286.1.p1	FBpp0307237
OG0004312	jg31523.t1.p1, GJZJ01255969.1.p1	FBpp0076607
OG0004316	jg905.t1.p1, jg4379.t1.p1, jg906.t1.p1	FBpp0077230
OG0004317	jg14757.t1.p1	FBpp0084399, FBpp0085427
OG0004320	GJZJ01103538.1.p1, jg19987.t1.p1	FBpp0077868
OG0004322	jg10615.t1.p1, GJZJ01049120.1.p1	FBpp0071745
OG0004323	GJZJ01125222.1.p1	FBpp0071406
OG0004324	GJZJ01115889.1.p1, jg18041.t1.p1, GJZJ01161135.1.p1, GJZJ01274862.1.p1	FBpp0078354, FBpp0307201
OG0004325	jg37230.t1.p1, GJZJ01093872.1.p1	FBpp0083039
OG0004326	jg32049.t1.p1, GJZJ01061923.1.p1	FBpp0073313
OG0004328	jg9570.t1.p1, GJZJ01256197.1.p1	FBpp0290540, FBpp0288780
OG0004333	GJZJ01215594.1.p1, GJZJ01010093.1.p1	FBpp0088368
OG0004334	GJZJ01162400.1.p1	FBpp0293260
OG0004336	GJZJ01068557.1.p1	FBpp0073018
OG0004337	GJZJ01015886.1.p1	FBpp0078071
OG0004342	GJZJ01265585.1.p1, jg33774.t1.p1, GJZJ01005743.1.p1	FBpp0077715
OG0004344	GJZJ01098882.1.p1, jg8235.t1.p1, GJZJ01070167.1.p1	FBpp0306828
OG0004345	GJZJ01165608.1.p2, jg4964.t1.p1, jg4970.t1.p1, GJZJ01165608.1.p1	FBpp0308975
OG0004346	GJZJ01043998.1.p1	FBpp0077427
OG0004347	jg6138.t1.p1, GJZJ01032296.1.p1	FBpp0087070
OG0004348	GJZJ01262479.1.p1	FBpp0072075
OG0004352	GJZJ01108743.1.p1	FBpp0077438
OG0004353	GJZJ01086051.1.p1, jg34937.t1.p1	FBpp0073717
OG0004354	GJZJ01045166.1.p1	FBpp0087897
OG0004356	GJZJ01052223.1.p1, jg32147.t1.p1	FBpp0076189
OG0004358	GJZJ01195153.1.p1	FBpp0083245
OG0004359	jg7279.t2.p1, GJZJ01197546.1.p1	FBpp0086803, FBpp0086804, FBpp0086802, FBpp0086806, FBpp0086805
OG0004360	GJZJ01063319.1.p1	FBpp0083400, FBpp0077011, FBpp0291414
OG0004362	GJZJ01160712.1.p1	FBpp0290383
OG0004363	GJZJ01244002.1.p2, GJZJ01244002.1.p1, jg29403.t1.p1, jg29402.t1.p1	FBpp0072743
OG0004364	GJZJ01249172.1.p1	FBpp0083776
OG0004365	jg7336.t1.p1, GJZJ01109516.1.p1, jg7324.t1.p1	FBpp0077582
OG0004366	GJZJ01193339.1.p1	FBpp0089085, FBpp0072886
OG0004367	GJZJ01154048.1.p1, jg8031.t1.p1, GJZJ01162921.1.p1, GJZJ01204922.1.p1	FBpp0113084, FBpp0301053
OG0004368	GJZJ01212130.1.p1, jg45306.t1.p1	FBpp0078898
OG0004369	jg26526.t1.p1, GJZJ01058701.1.p1, GJZJ01038431.1.p1	FBpp0294061, FBpp0073535
OG0004371	GJZJ01130130.1.p1	FBpp0306956, FBpp0291004
OG0004376	jg38208.t1.p1, GJZJ01078635.1.p1	FBpp0081508
OG0004378	GJZJ01086508.1.p1	FBpp0072136
OG0004380	GJZJ01255727.1.p1	FBpp0087866
OG0004382	GJZJ01225906.1.p1, jg12269.t1.p1	FBpp0086548
OG0004383	jg26610.t1.p1, GJZJ01012329.1.p1, jg18933.t1.p1, GJZJ01115494.1.p1, jg37448.t1.p1, jg17880.t1.p1, jg17753.t1.p1, jg18129.t1.p1, jg10199.t1.p1, jg15379.t1.p1	FBpp0077258
OG0004384	GJZJ01100008.1.p1, jg27106.t1.p1	FBpp0078478, FBpp0099511
OG0004385	GJZJ01096003.1.p1, GJZJ01239606.1.p1, jg21701.t1.p1	FBpp0087711, FBpp0086594
OG0004386	GJZJ01065360.1.p1	FBpp0073147
OG0004387	GJZJ01091811.1.p1	FBpp0070469
OG0004388	GJZJ01182389.1.p1, GJZJ01032651.1.p1, jg9363.t1.p1	FBpp0074378, FBpp0072097
OG0004389	jg21724.t1.p1, GJZJ01063556.1.p1, jg26476.t1.p1	FBpp0310181
OG0004390	jg11660.t1.p1, GJZJ01268499.1.p1	FBpp0079632, FBpp0292117, FBpp0079346, FBpp0079344, FBpp0079343, FBpp0079620
OG0004391	GJZJ01166920.1.p1	FBpp0086065
OG0004392	GJZJ01163869.1.p1, jg11465.t1.p1	FBpp0087097
OG0004394	GJZJ01229821.1.p1	FBpp0077719
OG0004395	GJZJ01021451.1.p1, jg41549.t1.p1	FBpp0304512, FBpp0304511, FBpp0079795
OG0004397	jg7534.t1.p1, GJZJ01110186.1.p1, jg7533.t1.p1	FBpp0082071
OG0004398	jg16582.t1.p1, jg16584.t1.p1	FBpp0073100
OG0004401	GJZJ01165433.1.p1	FBpp0077883
OG0004402	GJZJ01253952.1.p1	FBpp0077570
OG0004403	jg44174.t1.p1, GJZJ01017299.1.p1	FBpp0076413
OG0004404	GJZJ01070724.1.p2, GJZJ01090122.1.p1, GJZJ01082597.1.p1	FBpp0077159
OG0004406	GJZJ01090992.1.p1, jg37276.t1.p1, jg37257.t1.p1, GJZJ01124907.1.p1, jg14179.t1.p1, GJZJ01007470.1.p1, jg37256.t1.p1	FBpp0086968
OG0004407	GJZJ01033511.1.p1, GJZJ01164397.1.p1, jg19388.t1.p1, GJZJ01099584.1.p1, jg5251.t1.p1, jg5259.t1.p1, GJZJ01145966.1.p1	FBpp0084714, FBpp0086266, FBpp0072320, FBpp0087533
OG0004409	GJZJ01162633.1.p2, GJZJ01162633.1.p1, jg4735.t1.p1, GJZJ01007290.1.p1	FBpp0085914
OG0004411	GJZJ01220897.1.p1	FBpp0074642
OG0004413	GJZJ01114591.1.p1	FBpp0070751
OG0004414	GJZJ01182238.1.p1	FBpp0071583
OG0004415	GJZJ01030152.1.p1, GJZJ01028473.1.p1, jg2123.t1.p1	FBpp0072985, FBpp0303592
OG0004416	jg4434.t1.p1	FBpp0084608
OG0004417	GJZJ01205255.1.p1	FBpp0071273
OG0004419	jg22467.t1.p1, GJZJ01244604.1.p1, GJZJ01000500.1.p1	FBpp0111980, FBpp0303483
OG0004421	GJZJ01180806.1.p1	FBpp0083856
OG0004422	GJZJ01065530.1.p1	FBpp0084618
OG0004423	jg25946.t1.p1, GJZJ01185305.1.p1	FBpp0071543
OG0004424	jg24127.t1.p1, GJZJ01218697.1.p1, jg4741.t1.p1, GJZJ01248596.1.p1	FBpp0079092
OG0004425	jg30725.t1.p1, GJZJ01244851.1.p1, jg30721.t1.p1	FBpp0082978, FBpp0307570
OG0004426	GJZJ01076907.1.p1, jg4938.t1.p1	FBpp0082066
OG0004427	GJZJ01016645.1.p1, jg10582.t1.p1, GJZJ01070815.1.p1	FBpp0075410
OG0004428	GJZJ01207825.1.p1, GJZJ01248903.1.p2	FBpp0073433
OG0004435	jg7779.t1.p1, GJZJ01087678.1.p1	FBpp0423149
OG0004436	GJZJ01058982.1.p1, GJZJ01012748.1.p1, GJZJ01146868.1.p1	FBpp0074500, FBpp0084564
OG0004437	jg13616.t1.p1	FBpp0088314
OG0004438	GJZJ01254429.1.p1	FBpp0290385
OG0004439	GJZJ01017961.1.p1	FBpp0087527
OG0004441	GJZJ01136826.1.p1	FBpp0074217
OG0004442	GJZJ01166507.1.p1	FBpp0071298
OG0004444	GJZJ01006328.1.p1, jg21098.t2.p1, GJZJ01114153.1.p1	FBpp0084793
OG0004446	jg4361.t1.p1, GJZJ01000784.1.p1	FBpp0083436
OG0004451	jg1385.t1.p1, jg1383.t1.p1, GJZJ01040990.1.p1	FBpp0071249
OG0004452	jg1975.t1.p1	FBpp0099438
OG0004454	GJZJ01147691.1.p1, jg12202.t1.p1	FBpp0071889, FBpp0111504
OG0004454	jg15755.t1.p1, GJZJ01103081.1.p1, GJZJ01212514.1.p1	FBpp0423136
OG0004457	GJZJ01221284.1.p1	FBpp0083420
OG0004458	GJZJ01157457.1.p1, jg42843.t1.p1	FBpp0075653
OG0004459	jg25546.t1.p1, GJZJ01188726.1.p1	FBpp0070931
OG0004460	GJZJ01050525.1.p1	FBpp0110417
OG0004462	GJZJ01163756.1.p1	FBpp0079278
OG0004464	jg7783.t1.p1, GJZJ01116432.1.p1	FBpp0084803, FBpp0073467, FBpp0074074
OG0004465	jg12365.t1.p1, GJZJ01045417.1.p1	FBpp0071168
OG0004466	GJZJ01040130.1.p1	FBpp0305369
OG0004468	GJZJ01216478.1.p1, jg32641.t1.p1	FBpp0074858, FBpp0290498, FBpp0085792, FBpp0089324
OG0004469	jg29439.t1.p1, GJZJ01077069.1.p1, jg29440.t1.p1	FBpp0078015
OG0004473	jg29165.t1.p1, GJZJ01199008.1.p1	FBpp0087332
OG0004474	GJZJ01055525.1.p2, GJZJ01055525.1.p1	FBpp0084635
OG0004476	jg32894.t1.p1	FBpp0071893
OG0004478	jg4029.t1.p1	FBpp0070235
OG0004480	GJZJ01219410.1.p1, jg26705.t1.p1	FBpp0086010
OG0004482	GJZJ01260765.1.p1, GJZJ01271183.1.p1, GJZJ01028464.1.p1	FBpp0074180, FBpp0082465
OG0004483	GJZJ01216222.1.p1	FBpp0301175
OG0004485	GJZJ01271530.1.p1, jg24581.t1.p1	FBpp0080017
OG0004486	GJZJ01025658.1.p1	FBpp0111997, FBpp0086337
OG0004489	jg23490.t1.p1, GJZJ01057114.1.p1, GJZJ01227107.1.p1	FBpp0082867
OG0004490	jg44197.t1.p1, GJZJ01045369.1.p1, jg28853.t1.p1	FBpp0070782, FBpp0075382
OG0004491	GJZJ01115501.1.p1	FBpp0087151
OG0004492	GJZJ01100864.1.p1	FBpp0073890
OG0004493	GJZJ01165553.1.p1, GJZJ01181177.1.p1, GJZJ01149376.1.p1	FBpp0085615, FBpp0075461
OG0004494	jg34957.t2.p1, GJZJ01018316.1.p1, jg34959.t1.p1	FBpp0305316, FBpp0086998
OG0004495	GJZJ01041692.1.p1, GJZJ01125763.1.p1, GJZJ01104364.1.p1	FBpp0084623
OG0004496	GJZJ01204380.1.p1, jg43596.t1.p1, GJZJ01195685.1.p1, GJZJ01122148.1.p2	FBpp0079391
OG0004497	GJZJ01049180.1.p1	FBpp0293057
OG0004498	jg16267.t1.p1, GJZJ01039355.1.p1	FBpp0423118
OG0004499	GJZJ01005389.1.p2, GJZJ01005389.1.p3	FBpp0290470, FBpp0071274
OG0004500	GJZJ01173730.1.p1	FBpp0070811
OG0004501	GJZJ01008923.1.p1	FBpp0081262
OG0004503	GJZJ01113549.1.p1	FBpp0308258
OG0004507	jg2380.t1.p1, GJZJ01213671.1.p1	FBpp0074437
OG0004508	GJZJ01065512.1.p1, jg13827.t1.p1	FBpp0074343, FBpp0309367
OG0004510	GJZJ01198188.1.p1	FBpp0073008
OG0004511	jg12763.t1.p1, GJZJ01124392.1.p1	FBpp0070353
OG0004513	GJZJ01091233.1.p1, jg10253.t1.p1, GJZJ01192848.1.p1	FBpp0075072, FBpp0303948
OG0004515	jg32781.t1.p1, GJZJ01001960.1.p1, jg32546.t1.p1, jg44662.t1.p1, jg1056.t1.p1	FBpp0080728
OG0004516	GJZJ01277010.1.p1	FBpp0110523
OG0004519	GJZJ01272241.1.p1	FBpp0086132
OG0004521	GJZJ01068711.1.p1	FBpp0083626
OG0004523	GJZJ01038208.1.p1, jg17348.t1.p1, GJZJ01023182.1.p1	FBpp0086475
OG0004525	jg33765.t2.p1, jg12344.t1.p1, jg12345.t1.p1, jg33763.t1.p1	FBpp0099780, FBpp0288548
OG0004527	GJZJ01121443.1.p1, GJZJ01241311.1.p1, GJZJ01032444.1.p1	FBpp0088161
OG0004528	GJZJ01093287.1.p1, jg25603.t1.p1	FBpp0079484
OG0004529	jg33564.t1.p1, GJZJ01001142.1.p1	FBpp0073081
OG0004531	jg8120.t1.p1, GJZJ01123604.1.p1	FBpp0088574
OG0004532	jg23242.t1.p1, GJZJ01065428.1.p1	FBpp0111483, FBpp0111481, FBpp0111484
OG0004533	GJZJ01005042.1.p1, GJZJ01077127.1.p1	FBpp0305547
OG0004537	GJZJ01249738.1.p1	FBpp0077753
OG0004538	GJZJ01273619.1.p2, GJZJ01273619.1.p1	FBpp0072987
OG0004539	GJZJ01278704.1.p1	FBpp0072906
OG0004541	GJZJ01259703.1.p1, jg21161.t1.p1	FBpp0080049
OG0004542	jg22892.t1.p1, GJZJ01071702.1.p1	FBpp0074254
OG0004543	GJZJ01067913.1.p1, jg9466.t1.p1	FBpp0072210
OG0004544	GJZJ01226068.1.p1	FBpp0291024
OG0004546	GJZJ01203646.1.p1	FBpp0086853
OG0004547	GJZJ01225835.1.p1	FBpp0078093
OG0004548	GJZJ01116226.1.p1	FBpp0089038
OG0004550	jg31532.t1.p1, GJZJ01153420.1.p1	FBpp0071094
OG0004551	GJZJ01082944.1.p1	FBpp0076112
OG0004552	GJZJ01170641.1.p1, jg34708.t1.p1, GJZJ01242842.1.p1	FBpp0073672
OG0004554	GJZJ01215372.1.p1, GJZJ01027704.1.p1	FBpp0084111
OG0004559	GJZJ01076425.1.p1	FBpp0076648
OG0004561	GJZJ01112193.1.p1	FBpp0081906
OG0004564	GJZJ01169311.1.p1	FBpp0112131, FBpp0307206
OG0004565	GJZJ01189812.1.p1	FBpp0085925
OG0004566	GJZJ01024603.1.p1	FBpp0080138
OG0004567	jg2724.t1.p1	FBpp0080615
OG0004568	GJZJ01221509.1.p1, GJZJ01204387.1.p1, GJZJ01084607.1.p1	FBpp0079640
OG0004569	jg18858.t1.p1, GJZJ01241949.1.p1	FBpp0086652, FBpp0086651, FBpp0086650
OG0004570	GJZJ01021085.1.p1, jg27458.t1.p1	FBpp0078338
OG0004571	GJZJ01255583.1.p1	FBpp0073982
OG0004572	GJZJ01175288.1.p1	FBpp0077702
OG0004573	GJZJ01044071.1.p1	FBpp0079711
OG0004574	GJZJ01040875.1.p1	FBpp0084810
OG0004576	jg41683.t2.p1, GJZJ01065566.1.p1	FBpp0076397
OG0004577	jg7629.t1.p1, GJZJ01053634.1.p1, jg7626.t1.p1, GJZJ01183795.1.p1	FBpp0072781
OG0004578	GJZJ01240704.1.p1	FBpp0310520
OG0004579	GJZJ01235017.1.p1, jg32892.t1.p1, GJZJ01205095.1.p1, jg32892.t2.p1	FBpp0087192
OG0004580	GJZJ01048955.1.p1	FBpp0087569
OG0004581	jg33641.t1.p1, jg10710.t1.p1, GJZJ01211960.1.p1, jg10774.t1.p1, jg31894.t1.p1, GJZJ01109660.1.p1, jg31889.t1.p1	FBpp0083456, FBpp0083455
OG0004583	GJZJ01127748.1.p1	FBpp0289882
OG0004584	jg29155.t1.p1, GJZJ01044878.1.p1	FBpp0076558
OG0004585	GJZJ01190860.1.p1, jg17272.t1.p1	FBpp0293657, FBpp0087956
OG0004588	jg29859.t1.p1, jg29858.t1.p1	FBpp0086978
OG0004589	GJZJ01102236.1.p1	FBpp0289806, FBpp0070770, FBpp0073426
OG0004590	jg41829.t1.p1, GJZJ01011436.1.p1	FBpp0088820
OG0004591	jg35492.t1.p1, GJZJ01077474.1.p1	FBpp0428174, FBpp0087946, FBpp0308392, FBpp0306654, FBpp0082215
OG0004592	jg5775.t1.p1, GJZJ01116965.1.p1, GJZJ01161934.1.p1, GJZJ01248186.1.p1	FBpp0079527
OG0004593	jg4387.t1.p1, GJZJ01235341.1.p1	FBpp0075089
OG0004595	GJZJ01135438.1.p1, jg20607.t1.p1	FBpp0294059
OG0004596	GJZJ01223700.1.p1, jg26583.t1.p1, GJZJ01051087.1.p1	FBpp0070746
OG0004597	GJZJ01050089.1.p1	FBpp0303329
OG0004599	GJZJ01119245.1.p1, jg36749.t1.p1	FBpp0079488
OG0004600	GJZJ01050150.1.p1	FBpp0300160
OG0004601	jg7608.t1.p1, GJZJ01125417.1.p1	FBpp0077645
OG0004602	GJZJ01236936.1.p1	FBpp0084543
OG0004604	GJZJ01128789.1.p1	FBpp0082433
OG0004607	GJZJ01263184.1.p1	FBpp0074055, FBpp0089381, FBpp0310225, FBpp0085061
OG0004609	jg5642.t1.p1, jg39177.t1.p1, jg6520.t1.p1, GJZJ01038093.1.p1	FBpp0300968
OG0004610	GJZJ01104062.1.p1, GJZJ01260985.1.p1	FBpp0075629
OG0004611	GJZJ01193669.1.p1	FBpp0084780
OG0004612	GJZJ01197945.1.p1	FBpp0084781, FBpp0070839
OG0004614	GJZJ01080872.1.p2, jg30644.t1.p1, GJZJ01189517.1.p1, jg14586.t1.p1	FBpp0290013, FBpp0078542, FBpp0307585
OG0004615	jg45438.t1.p1, GJZJ01099988.1.p1, GJZJ01130224.1.p1	FBpp0087152
