"HOG","z_obs","orb_count","non_orb_count","n_perm_valid","orb_p","non_orb_p","orb_q","non_orb_q"
"N5.HOG0013405",NA,0,0,0,NA,NA,NA,NA
"N5.HOG0013419",0.959198244029481,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0013420",0.831553365948428,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0013421",1.03350934308144,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0013422",0.433608106282575,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0013439",NA,0,0,0,NA,NA,NA,NA
"N5.HOG0013448",0.03317195853435,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0013450",-0.481937557698052,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0013451",NA,0,0,0,NA,NA,NA,NA
"N5.HOG0013452",2.55005028870979,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0013453",-0.296376696904924,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0013454",0.0740698077878962,5,4,9,0.6,0.5,0.936493425878901,1
"N5.HOG0013455",-0.785614094930796,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0013461",0.204319748697906,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0013462",-1.59590876082135,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0013469",1.67990801330493,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0013541",-0.897660452905775,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0013543",0.758880202639573,2,7,9,0.3,0.8,0.936464361187368,1
"N5.HOG0013572",NA,0,0,0,NA,NA,NA,NA
"N5.HOG0013573",2.42590132586566,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0013588",1.05514624874898,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0013642",-0.166995838190929,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0013658",-1.13800821449587,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0013720",0.0290252505921614,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0013723",0.548263389241226,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0013737",1.12647423594087,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0013774",0.456250296044418,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0013775",-0.736409262279411,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0013776",0.367143040528194,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0013777",-0.019619380135963,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0013778",-0.680593379790946,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0013780",-0.744309258179573,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0013795",-0.41894665993443,7,2,9,0.8,0.3,0.951321949262116,1
"N5.HOG0013814",0.904782344450976,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0013816",-0.305873563348362,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0013818",-0.715683576262179,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0013819",2.41468959238929,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0013820",2.60778163075594,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0013827",-1.28400471933184,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0013828",-1.33839875813734,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0013838",0.091494248224727,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0013840",0.721026111140647,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0013841",-1.00652656162041,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0013842",-0.163866314494674,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0013845",1.92039098444284,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0013851",-0.218884384548257,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0013867",-1.57959062568807,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0013876",0.340579140071258,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0013877",-0.538381741397428,7,2,9,0.8,0.3,0.951321949262116,1
"N5.HOG0013878",-0.599719021918015,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0013879",1.71427477845583,1,7,8,0.222222222222222,0.888888888888889,0.928729988770207,1
"N5.HOG0013880",0.282736115924297,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0013923",0.132979289113428,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0013934",0.208639725394472,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0013937",2.14911863529952,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0013950",-0.500415948948922,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0013954",0.353446762622323,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0013982",2.56581201056234,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0014011",1.56679281269158,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0014018",-0.151493829770319,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0014034",4.9679969602072,0,9,9,0.1,1,0.924216435365664,1
"N5.HOG0014050",1.00820854692109,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0014057",1.50244790241188,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0014064",2.45002355986625,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0014066",-0.460780896155066,7,2,9,0.8,0.3,0.951321949262116,1
"N5.HOG0014096",-0.0813379142042637,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0014148",-0.498731795683021,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0014159",3.41118775411835,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0014161",0.424440215522107,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0014176",-2.73856258639996,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0014178",0.756318881145442,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0014180",-0.374238413031384,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0014186",-1.25008436804578,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0014187",-0.341201933057673,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0014190",-0.808120044100271,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0014191",2.20036770653738,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0014204",0.363635504375252,3,6,9,0.4,0.7,0.936493425878901,1
"N5.HOG0014216",-0.309815219152085,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0014217",0.598748056290139,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0014225",-1.11148671940356,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0014226",-0.0151935636951222,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0014231",-1.42026944270846,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0014237",-0.472120480195902,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0014250",1.25073626782429,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0014260",-1.14369393359147,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0014285",-0.171918826148845,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0014288",4.96606215486,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0014292",0.0673075007427281,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0014296",2.35741547401937,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0014298",1.87731670238706,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0014300",1.07787281283256,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0014312",1.29989280492538,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0014319",0.790871332122334,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0014328",0.963351410066023,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0014345",-0.284761262761091,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0014351",1.55865461512742,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0014378",0.345031652852126,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0014396",0.0773192901622671,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0014426",0.144934266749059,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0014427",-1.3628893595535,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0014428",2.07948833478298,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0014431",-2.64731383896214,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0014440",2.14533534218395,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0014442",3.32480047338002,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0014450",NA,0,0,0,NA,NA,NA,NA
"N5.HOG0014452",-0.351038547841506,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0014454",-0.684837307237657,7,0,7,1,0.125,1,1
"N5.HOG0014464",3.1097959356646,0,9,9,0.1,1,0.924216435365664,1
"N5.HOG0014470",1.55591394328562,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0014471",1.71467933426148,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0014474",0.993885027636641,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0014477",0.0287550617269435,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0014481",0.694878935177773,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0014487",-2.0677323140719,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0014498",0.362162218934474,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0014534",NA,0,0,0,NA,NA,NA,NA
"N5.HOG0014537",-1.76688980950801,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0014540",-0.538424272495468,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0014544",1.95514923931478,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0014547",-0.643082743702305,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0014548",-0.567874069126322,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0014549",-1.10148725201193,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0014559",-0.031874165224547,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0014600",-2.29239628277266,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0014603",0.611156836049249,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0014608",-0.390612159056677,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0014611",-0.228165792325139,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0014616",0.322538247997712,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0014619",2.6149280983396,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0014639",-3.53248139926297,10,0,10,1,0.0909090909090909,1,1
"N5.HOG0014645",-0.756282182928095,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0014651",2.68594421840586,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0014654",0.42469727964362,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0014656",0.530730761010554,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0014660",0.742010909565595,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0014808",-0.494262509011372,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0014811",-1.91414518273565,10,0,10,1,0.0909090909090909,1,1
"N5.HOG0014825",-0.279377658950799,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0014830",-0.849162740373356,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0014831",0.728546489325095,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0014833",0.824490394814571,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0014835",-1.27160403265428,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0014838",-0.752024138520336,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0014839",-1.48864918021941,10,0,10,1,0.0909090909090909,1,1
"N5.HOG0014840",-0.758937539047745,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0014841",-0.587185857124444,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0014843",-0.743452287722476,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0014847",0.909586915404771,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0014875",0.607465864889659,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0014910",0.152854596817464,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0014915",-0.149285440087511,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0014970",-0.233710609293618,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0014976",3.80783967298073,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0014981",1.06121825238603,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0015020",-0.0964179761495313,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0015029",2.72238534899595,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0015034",0.898268408089666,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0015036",-0.252021370467113,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0015039",2.29205717058978,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0015096",-1.23923001107317,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0015249",0.415939810265553,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0015251",0.323217336173564,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0015252",1.80590610241528,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0015256",0.771997925974954,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0015323",-0.737594671301314,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0015330",0.553116060401465,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0015336",-0.85293370649618,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0015342",-1.0735119898949,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0015344",4.45705888518639,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0015346",-1.98791783194455,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0015347",0.939231801340497,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0015349",1.0231269003491,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0015351",0.898534607932912,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0015353",-0.638438496184115,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0015434",1.29945708566787,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0015435",1.31143505155504,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0015437",1.89540340233582,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0015440",2.24276713213037,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0015441",1.53352090486878,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0015521",2.77446357054316,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0015530",-1.01485311030718,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0015537",-0.774973764408596,7,2,9,0.8,0.3,0.951321949262116,1
"N5.HOG0015547",-0.712933599489417,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0015561",-1.42578799249758,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0015577",-0.0382626206808074,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0015578",0.33916994713013,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0015582",-0.271214275433032,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0015595",0.0158127991789073,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0015612",-0.979015551728385,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0015614",0.467690364088465,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0015616",-0.526862134633447,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0015625",-0.304065311661889,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0015661",-0.124404053119724,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0015662",-0.796629708286638,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0015664",2.11600237563911,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0015665",-2.51215504166118,10,0,10,1,0.0909090909090909,1,1
"N5.HOG0015667",0.328295482726521,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0015668",2.56439843707219,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0015671",1.55039471590305,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0015686",2.79202147095757,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0015714",-1.49040475190507,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0015717",1.82553879405929,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0015718",0.0200365289892138,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0015728",-0.0916107065596482,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0015731",0.907533099205236,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0015743",0.300813358435221,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0015744",-0.148239817444266,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0015747",-1.93025061064292,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0015778",1.94350231287923,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0015780",-0.140235362323916,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0015818",1.05834482176787,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0015821",1.81772508915789,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0015834",-0.544678799119567,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0015835",2.36369952790258,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0015854",0.306199294789206,4,5,9,0.5,0.6,0.936493425878901,1
"N5.HOG0015855",-0.716961270795919,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0015863",NA,0,0,0,NA,NA,NA,NA
"N5.HOG0015869",-1.07001588676023,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0015871",-0.0754522983594717,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0015877",3.32934169488461,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0015899",0.550771365809785,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0015911",-1.84807312227396,6,1,7,0.875,0.25,0.962433119260841,1
"N5.HOG0015915",0.137720724258621,3,6,9,0.4,0.7,0.936493425878901,1
"N5.HOG0015917",-0.828039049434142,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0015920",0.360568505780656,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0015924",-1.40731578807955,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0015925",1.50942498462109,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0015933",1.53415648404126,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0015936",0.706358151511075,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0015941",-4.75737638182509,9,0,9,1,0.1,1,1
"N5.HOG0015944",-3.71996176899921,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0015949",0.0503157371920347,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0015952",-1.57701601799224,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0015968",3.04979106358564,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0015970",1.24582354751379,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0015974",0.697499994045937,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0015984",-1.21622276711174,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0015994",-0.378392443104757,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0016012",1.06926587544649,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0016015",0.437976463102185,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0016020",-0.276575762657956,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0016051",0.297006148086269,2,7,9,0.3,0.8,0.936464361187368,1
"N5.HOG0016056",0.0508428925539794,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0016061",0.474300978612339,2,7,9,0.3,0.8,0.936464361187368,1
"N5.HOG0016068",0.332312678151571,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0016097",-0.122376209619674,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0016102",-1.34400207427925,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0016103",-0.643307869007032,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0016121",2.31607979103512,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0016142",1.88340370786196,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0016143",1.35381998553628,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0016146",-0.591857540784654,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0016156",0.87748434382885,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0016163",0.30131873225722,4,4,8,0.555555555555556,0.555555555555556,0.936493425878901,1
"N5.HOG0016166",-1.37220759627815,10,0,10,1,0.0909090909090909,1,1
"N5.HOG0016178",4.20264718665685,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0016179",3.40909328066376,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0016193",2.57152732516307,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0016256",1.30529985327911,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0016257",-0.558231867382553,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0016294",-0.114440835148076,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0016295",1.80068089558926,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0016297",-0.784954410239976,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0016298",1.65004174072604,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0016301",-0.551060839680747,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0016305",1.60630125902176,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0016308",0.642966394909218,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0016317",-0.317715566989621,10,0,10,1,0.0909090909090909,1,1
"N5.HOG0016318",-1.57450317041966,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0016319",-0.384174994728964,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0016320",0.76095247667803,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0016325",-1.04123733461552,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0016326",NA,0,0,0,NA,NA,NA,NA
"N5.HOG0016327",1.85157422090768,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0016329",-0.458580594385458,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0016332",-0.67808862173059,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0016401",-0.156677468783983,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0016435",0.768985026932571,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0016443",1.44960886524071,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0016446",-1.13293195056697,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0016447",1.46530727010039,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
