"HOG","z_obs","orb_count","non_orb_count","n_perm_valid","orb_p","non_orb_p","orb_q","non_orb_q"
"N5.HOG0061679",0.716928739018001,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0061682",0.365440347656694,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0061683",0.373602346256015,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0061684",0.560993130064267,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0061685",-0.964552469818625,10,0,10,1,0.0909090909090909,1,1
"N5.HOG0061687",0.709567811454502,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0061688",0.0599381652544055,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0061689",2.10397684791755,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0061692",0.692642049889326,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0061695",-1.72917184022172,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0061696",-2.60739361184669,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0061697",1.06614829578456,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0061700",0.662402159862471,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0061703",1.06159804599304,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0061706",-0.732231261205798,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0061708",0.210308044287876,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0061709",-1.5611247698687,10,0,10,1,0.0909090909090909,1,1
"N5.HOG0061710",-0.999477556326629,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0061712",-0.713244030640519,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0061715",-0.3077671752167,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0061717",-2.51289569872589,10,0,10,1,0.0909090909090909,1,1
"N5.HOG0061725",-1.47341955960958,10,0,10,1,0.0909090909090909,1,1
"N5.HOG0061741",-1.44250416177432,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0061744",-1.93990480571203,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0061749",0.543387007717558,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0061750",0.510338743152734,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0061753",1.12289334804733,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0061757",1.48947116815432,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0061758",-0.510302697117888,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0061759",-3.38171073897717,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0061768",-0.0966090510159004,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0061769",0.862647015672373,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0061774",-0.354291560269554,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0061775",-1.46982838661119,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0061780",-0.0842272112308598,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0061791",0.122671071134519,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0061796",0.0639557783479451,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0061800",-0.819273686435013,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0061801",4.78545209716441,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0061825",0.777086530952857,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0061840",-4.19878419856598,10,0,10,1,0.0909090909090909,1,1
"N5.HOG0061848",2.40376939055224,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0061849",0.132545677809863,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0061850",-0.816297337014916,6,3,9,0.7,0.4,0.94024330996738,1
"N5.HOG0061853",-0.913977394752386,10,0,10,1,0.0909090909090909,1,1
"N5.HOG0061854",1.84479961740964,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0061861",1.33212061690295,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0061863",0.254246350704495,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0061865",-0.758464268844439,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0061866",0.552259748188123,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0061867",3.56440178479499,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0061868",-1.32026009821227,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0061870",0.912323414113494,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0061871",-3.40989711549105,10,0,10,1,0.0909090909090909,1,1
"N5.HOG0061872",0.900932245705906,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0061873",-0.558271487361701,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0061878",1.50884601000265,2,6,8,0.333333333333333,0.777777777777778,0.936464361187368,1
"N5.HOG0061885",-0.0158831018753013,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0061890",-1.4480630609683,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0061891",1.70527144782932,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0061892",-2.8400016634143,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0061896",-0.12196346491023,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0061898",0.752541333162432,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0061900",0.0837476265485178,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0061901",0.0807786766986824,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0061902",-0.461453241578338,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0061905",-0.0121133044642565,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0061908",-1.93730994478536,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0061909",4.02128007506549,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0061912",-0.0659064110468501,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0061915",-2.34869803865205,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0061916",-2.65650288445003,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0061918",-0.461683970114742,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0061919",-1.30002468523564,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0061921",-0.205524540300034,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0061934",-0.275727854125166,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0061940",-1.39137908953328,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0061943",-0.332044295733128,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0061944",-0.814382024692252,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0061945",0.797574064573402,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0061946",0.282594817627498,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0061947",-0.513370606376597,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0061948",3.19685821067002,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0061950",-3.50191326444806,10,0,10,1,0.0909090909090909,1,1
"N5.HOG0061951",0.768543479829601,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0061953",1.37425021862874,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0061954",3.11586907489864,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0061956",-0.698806765625317,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0061959",1.36066067979789,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0061965",1.61288104478142,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0061968",1.08383771001808,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0061971",-2.05092560122494,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0061991",-0.155515277126459,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0061995",-0.527950165191491,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0062000",1.68578726199369,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0062003",0.326117113945781,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0062007",0.0937190433376696,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0062008",4.68577046114822,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0062011",1.08885225195967,0,9,9,0.1,1,0.924216435365664,1
"N5.HOG0062014",-2.2967168876095,10,0,10,1,0.0909090909090909,1,1
"N5.HOG0062016",-0.562382759056299,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0062018",0.877931175891789,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0062019",1.97019705655489,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0062026",1.16513564085721,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0062030",-0.219288728414732,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0062039",3.52275068212734,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0062043",1.4019563978884,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0062044",-0.543951786752656,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0062048",-0.0423979250999243,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0062050",-1.52213597956326,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0062052",0.686515374415789,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0062054",0.0856526796993093,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0062057",0.137458224006947,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0062071",-0.170053805359458,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0062076",-0.194245920981823,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0062078",0.23547761259221,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0062079",-1.00866427210312,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0062089",0.454319228935616,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0062091",1.26526438204937,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0062093",-2.92921669191924,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0062094",0.43917861131125,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0062095",0.826064245741149,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0062096",1.49242415273266,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0062098",2.59473710987356,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0062102",-0.973498207116621,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0062106",-0.0917894743733864,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0062108",-1.65290677789855,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0062109",-1.79887015096194,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0062112",0.987821947234457,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0062113",-0.134743445921831,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0062114",0.0419378056431051,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0062115",0.0222024041454098,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0062116",-0.986880585114533,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0062130",0.163893875498026,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0062139",1.70798468763268,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0062141",-1.52295468476675,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0062142",0.0903449520666543,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0062143",-0.04286541361356,6,3,9,0.7,0.4,0.94024330996738,1
"N5.HOG0062144",0.440795621322211,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0062145",0.614896244584903,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0062146",0.206248291927728,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0062147",-1.07920893702447,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0062148",-1.4246157673381,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0062149",-1.6945169213578,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0062152",0.00795467914811117,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0062153",-2.7385851550154,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0062154",0.321714638752652,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0062155",-3.95880107512514,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0062156",-0.321966000693439,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0062158",-1.76390648127925,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0062159",2.90189737291793,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0062160",-0.876489919890122,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0062161",-1.08903457022567,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0062162",3.85028998634706,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0062163",1.3204838455224,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0062164",-1.52077356511543,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0062169",0.47232716770179,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0062177",0.433975251371316,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0062178",-1.19494637254771,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0062182",0.0651328410542821,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0062185",0.487872879196362,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0062187",-3.46323426259546,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0062188",-3.09729793756193,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0062191",-0.361803893469512,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0062194",0.731220079268076,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0062197",2.34138549054296,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0062199",-0.555772902669738,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0062202",-1.56994292045069,10,0,10,1,0.0909090909090909,1,1
"N5.HOG0062208",-0.813999449424778,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0062257",-1.07591413056718,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0062260",-0.103480602974356,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0062262",-0.0459278045242078,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0062264",1.07764149179137,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0062266",-2.44594942114268,10,0,10,1,0.0909090909090909,1,1
"N5.HOG0062267",0.765788837925946,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0062274",-0.803178184117177,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0062309",NA,0,0,0,NA,NA,NA,NA
"N5.HOG0062310",-0.684448937402558,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0062313",0.703875271017617,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0062315",-2.56425715621734,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0062316",-0.399169569623005,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0062317",-0.107191345658879,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0062327",0.824708592993059,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0062328",1.40080294774115,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0062329",-1.38335768124077,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0062335",0.0124061315689102,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0062338",-0.784926497922322,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0062342",0.985832282776477,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0062343",-0.0103142229803769,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0062345",-0.032437922610989,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0062353",1.57309277774941,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0062355",0.817093510467364,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0062356",-3.20143008765078,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0062359",-1.43069139686374,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0062362",5.72252873405422,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0062364",2.19818212310282,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0062370",-0.0947493197073244,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0062371",-0.944243942094453,8,1,9,0.9,0.2,0.962433119260841,1
"N5.HOG0062372",0.624079404875823,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0062374",-0.687355853878823,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0062375",-0.375404225984129,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0062377",-2.50695140074915,10,0,10,1,0.0909090909090909,1,1
"N5.HOG0062381",1.34308624236127,2,7,9,0.3,0.8,0.936464361187368,1
"N5.HOG0062387",1.05040606856641,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0062389",0.707745851613319,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0062390",-3.01512870416562,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0062394",-0.755176484908141,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0062400",-0.673578454945441,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0062403",-2.227625116007,10,0,10,1,0.0909090909090909,1,1
"N5.HOG0062408",1.15784456741046,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0062411",-0.290272190675259,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0062413",-4.77298357290957,10,0,10,1,0.0909090909090909,1,1
"N5.HOG0062417",0.822124325498803,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0062418",-0.208066720262941,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0062421",1.18290439123277,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0062422",-1.43534671826304,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0062425",1.13075175215944,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0062437",-0.0708492694173444,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0062440",-0.418905333339735,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0062443",0.137863129761718,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0062446",0.51733742914214,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0062448",1.24448303067002,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0062449",0.254778356544295,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0062451",4.13632518788849,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0062452",-0.506405815145497,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0062453",-3.85986769642274,10,0,10,1,0.0909090909090909,1,1
"N5.HOG0062454",-2.66921735539663,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0062455",-2.74245375019741,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0062456",0.205554604940161,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0062461",-0.12485458062013,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0062464",-0.338937174833054,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0062468",-1.00566705045234,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0062472",0.580543830422485,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0062473",0.980294466413833,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0062475",0.693795362621916,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0062477",-0.0451939564670028,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0062479",6.72567924248022,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0062480",0.767711977266166,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0062483",-0.219257871338164,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0062486",0.781478193536089,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0062487",-1.18247485830752,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0062488",-1.0949041695135,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0062492",-3.56786390153543,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0062493",0.174380888538491,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0062494",0.799547136860718,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0062495",-2.89528709759517,10,0,10,1,0.0909090909090909,1,1
"N5.HOG0062498",-2.85214370830706,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0062499",-2.32153872293004,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0062502",-0.134652986437315,6,4,10,0.636363636363636,0.454545454545455,0.936493425878901,1
"N5.HOG0062507",-0.202476606518345,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0062508",2.50125267747063,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0062516",0.228608490141313,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0062519",-0.807310779774535,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0062520",-0.0598907734259817,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0062522",-2.44432340134323,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0062526",0.538050792781117,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0062528",0.29688312418688,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0062533",NA,0,0,0,NA,NA,NA,NA
"N5.HOG0062537",-2.29857672541867,8,2,10,0.818181818181818,0.272727272727273,0.951321949262116,1
"N5.HOG0062543",NA,0,0,0,NA,NA,NA,NA
"N5.HOG0062544",0.139186728499788,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0062545",0.279060368439788,1,9,10,0.181818181818182,0.909090909090909,0.924216435365664,1
"N5.HOG0062546",-2.92099882970697,10,0,10,1,0.0909090909090909,1,1
"N5.HOG0062547",1.78533052482324,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0062550",4.2174361366679,0,10,10,0.0909090909090909,1,0.904057352043929,1
"N5.HOG0062553",-2.57257943320397,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0062554",-0.726662856840959,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
"N5.HOG0062557",0.582146636395987,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0062558",1.24754919507581,3,7,10,0.363636363636364,0.727272727272727,0.936464361187368,1
"N5.HOG0062559",-0.165034587119358,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0062561",-0.163731471494323,4,6,10,0.454545454545455,0.636363636363636,0.936493425878901,1
"N5.HOG0062564",-3.6675060098966,10,0,10,1,0.0909090909090909,1,1
"N5.HOG0062566",-0.0746691590157962,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0062570",-3.74578646838121,9,1,10,0.909090909090909,0.181818181818182,0.962433119260841,1
"N5.HOG0062574",0.94659156528361,2,8,10,0.272727272727273,0.818181818181818,0.928729988770207,1
"N5.HOG0062576",0.958226709161729,5,5,10,0.545454545454545,0.545454545454545,0.936493425878901,1
"N5.HOG0062578",-0.816190157517126,7,3,10,0.727272727272727,0.363636363636364,0.94024330996738,1
