HOG,error,coef_.Intercept._Estimate,coef_.Intercept._StdErr,coef_.Intercept._z.value,coef_.Intercept._p.value,coef_orb_weavingTRUE_Estimate,coef_orb_weavingTRUE_StdErr,coef_orb_weavingTRUE_z.value,coef_orb_weavingTRUE_p.value,qvalue
N5.HOG0025140,,0.17804956911002,0.297557811162501,0.598369669458229,0.549593299108647,-0.750298000120365,0.225055195245728,-3.33383994669018,0.0008565593068951,0.0064683918234025
N5.HOG0060478,,0.185687549264497,0.247939451549417,0.748922965280852,0.45390363762856,-0.521667133935683,0.156535518437075,-3.33257997382482,0.0008604473674482,0.006486232056479
N5.HOG0009071,,-0.0733507702381274,0.286830694292635,-0.255728454791147,0.798160521817724,-0.685537534858051,0.205911419898329,-3.32928370459754,0.0008706966358709,0.0065455328526022
N5.HOG0059184,,0.188299653790765,0.158853808414685,1.18536442827491,0.235873389776421,-0.282203856685385,0.0847848752919054,-3.32846932561718,0.0008732462074453,0.0065536624645744
N5.HOG0058978,,0.46341995509843,0.226334431853272,2.04750090962234,0.0406089276459249,-0.451093935908515,0.135562149327078,-3.32758028806504,0.0008760374138269,0.0065688125912993
N5.HOG0067465,,0.130678555048331,0.149651880045854,0.873216928569761,0.382544849411016,-0.262367510472237,0.0789012221091003,-3.32526548333369,0.0008833437862418,0.006611936876486
N5.HOG0019864,,-0.0086396113478082,0.214981229681519,-0.0401877473703508,0.967943445921785,-0.417645054670314,0.125686218433642,-3.32291845418848,0.0008908095135804,0.0066444229084634
N5.HOG0041600,,0.376960636693211,0.237565966274824,1.58676195333944,0.112566568845752,-0.484025569707403,0.145792722706024,-3.31995699595646,0.0009003131556842,0.0067094237791894
N5.HOG0038471,,0.303868249357971,0.18179344870959,1.67150274949342,0.094622416080023,-0.332620502771442,0.100231963215594,-3.31850731144507,0.0009049995323261,0.0067325470340458
N5.HOG0059840,,0.370499111815965,0.203402955910388,1.82150308562474,0.0685304180631132,-0.385640680874912,0.116262336391723,-3.3169871933037,0.0009099378737515,0.0067633675432265
N5.HOG0049528,,0.217771107621159,0.148487383986848,1.46659670184807,0.14248579777738,-0.259049314312591,0.0781294632779744,-3.31564180072411,0.0009143294122021,0.006778233791432
N5.HOG0070824,,0.11900146291758,0.258297746093441,0.460714290842205,0.645003600669138,-0.55406657716454,0.167173645927529,-3.31431772089682,0.0009186705522478,0.0067985616235261
N5.HOG0049216,,0.756270752653304,0.178275326945554,4.24215041761932,2.2138822496332e-05,-0.323715388606161,0.0977167979193068,-3.31279161310096,0.0009236977523984,0.0068298209474514
N5.HOG0055934,,0.359371320050843,0.216183254330278,1.66234577772525,0.0964434640483781,-0.418955470205639,0.126507381261157,-3.31170771245958,0.0009272837321897,0.0068503788299639
N5.HOG0022138,,0.163957183922126,0.328409844127075,0.499245643375671,0.617606343209137,-1.04260367951334,0.314994901692975,-3.30990652200955,0.0009332713353782,0.00688265326992
N5.HOG0050724,,0.0655939796374952,0.276488488878654,0.237239459420255,0.812471025760053,-0.626125206456362,0.189314238723027,-3.30733288039894,0.0009418889332183,0.0069162137425772
N5.HOG0035915,,0.275565866902855,0.229418274172668,1.20115046587551,0.229692839963488,-0.456219695741901,0.137925967556618,-3.30771430372331,0.0009406071369902,0.0069162137425772
N5.HOG0067813,,0.0701930704303689,0.121505319765965,0.577695450417888,0.563469751312645,-0.204768225656845,0.0619396407825939,-3.30593175984948,0.0009466113863582,0.006926962998127
N5.HOG0042762,,0.10705616480025,0.331226972207074,0.323210890969717,0.746535533392837,-1.09923101021441,0.332532565548928,-3.30563416668636,0.0009476172389312,0.0069283610219637
N5.HOG0059185,,0.497062136331183,0.171467569237929,2.89886967279193,0.0037451052957699,-0.30734246496691,0.0929897987677333,-3.30512022866701,0.000949356659794,0.006929162521525
N5.HOG0056305,,0.383374111480278,0.17531421762277,2.18678277597085,0.0287583854343078,-0.315327032975901,0.0955686123000131,-3.29948322348778,0.0009686301699732,0.0070245946075393
N5.HOG0069932,,0.296688703960896,0.257502822424316,1.15217651273744,0.249248547118671,-0.546800050032409,0.165728910514926,-3.29936429518229,0.0009690406741883,0.0070245946075393
N5.HOG0064078,,0.226328720018813,0.134112418992508,1.68760448673629,0.0914871773877548,-0.228694089898741,0.0693051206138399,-3.29981519219912,0.0009674851673055,0.0070245946075393
N5.HOG0071845,,-0.13233793680807,0.300993958675358,-0.43966974417186,0.66017631900763,-0.750667387264555,0.227722167960735,-3.29641770929385,0.0009792629796433,0.0070866134103682
N5.HOG0058208,,-0.35360840661289,0.29142899247685,-1.21336042652304,0.2249920494076,-0.693969349239625,0.210632336403931,-3.2946952072392,0.0009852848438321,0.0071241286299435
N5.HOG0061956,,-0.147587627280789,0.284156254952848,-0.519388979508052,0.603489514864081,-0.65501406539924,0.199076330906123,-3.2902659116624,0.0010009274508843,0.0072126999290558
N5.HOG0031953,,0.0611531219075735,0.256605313857302,0.238315882817534,0.811636103476789,-0.540629342000902,0.164370330740035,-3.28909322970185,0.0010051072452469,0.0072305644031422
N5.HOG0027314,,0.965099411191553,0.215773131997939,4.47275062587854,7.72198122921997e-06,-0.413176257711107,0.125747844636237,-3.28575220439238,0.001017104431773,0.0072921925782229
N5.HOG0065425,,0.216398694856089,0.121631763086171,1.77912980429939,0.0752184833884189,-0.203569233622233,0.0619625871710145,-3.28535722790898,0.0010185314684524,0.007296271805346
N5.HOG0034650,,0.0088428011397112,0.115588766212102,0.0765022538910479,0.939019520886593,-0.192223309706905,0.0585160163772642,-3.28496916925451,0.0010199353158207,0.0073001781877901
N5.HOG0065437,,-0.0858467844068961,0.117878469893111,-0.728265174164033,0.466451276477603,-0.19631408363061,0.0598094067517716,-3.28232788606945,0.0010295381453464,0.007362712787249
N5.HOG0055488,,0.248777680578647,0.253714957327239,0.98054006432808,0.32681960319958,-0.527745443338394,0.160925111855008,-3.27944742281049,0.001040105891392,0.0074051353574476
N5.HOG0054903,,0.351056901092517,0.19999441878267,1.75533348995106,0.0792022812486215,-0.371137404458821,0.113172547562533,-3.27939427407297,0.001040301821446,0.0074051353574476
N5.HOG0060551,,0.305652085925292,0.153719564177903,1.98837465848885,0.0467702693393536,-0.265892571314798,0.0812205437410483,-3.2737108010817,0.0010614518499257,0.0075276321235685
N5.HOG0066666,,0.259122876956651,0.133066290417177,1.9473217156973,0.0514961768408504,-0.22452948277404,0.068598929236659,-3.27307561900037,0.0010638401192151,0.007538282173382
N5.HOG0069553,,0.375908033684594,0.264503488841616,1.42118364990523,0.155263376627623,-0.564624539656688,0.172593080485605,-3.27142048840007,0.0010700867440422,0.007576231708416
N5.HOG0058625,,0.44232805694533,0.168263802047761,2.6287772626211,0.0085692467862298,-0.296420066778743,0.0906162993921516,-3.27115616911207,0.0010710874470965,0.0075770077867367
N5.HOG0027830,,-0.0873233407907991,0.31804738202871,-0.274560791017347,0.783653693199646,-0.860505369717295,0.263093577522875,-3.27071978654621,0.0010727414699278,0.0075817663481397
N5.HOG0071649,,0.0396433859967988,0.321108574046188,0.123457886836421,0.901744520547078,-0.888355931212658,0.271721991461745,-3.26935602979241,0.001077925765261,0.0076063985567235
N5.HOG0064443,,0.277229972472889,0.191179799740961,1.45010075776061,0.147030423848473,-0.348052382520999,0.106498824149083,-3.26813357144466,0.0010825926049385,0.0076227977657784
N5.HOG0051043,,0.204637798656064,0.190441628350365,1.07454342009501,0.282579195057112,-0.346287880742542,0.105961850020223,-3.26804298600347,0.001082939165276,0.0076227977657784
N5.HOG0067692,,0.143924894398806,0.148964345567463,0.966170084865211,0.333959079420304,-0.255566723617788,0.0782153854164942,-3.26747381294491,0.0010851190474622,0.0076318241990432
N5.HOG0039848,,0.101978568733237,0.100407627608852,1.01564563531473,0.309798165051354,-0.163082246027516,0.0500467907575,-3.25859547753473,0.0011196519355965,0.0078552079601377
N5.HOG0047352,,0.62924350843466,0.172613526905996,3.64538932558478,0.0002669872991117,-0.303929333161485,0.0934059947594326,-3.25385253852556,0.0011385136187862,0.0079481895078216
N5.HOG0047837,,0.480248381446898,0.139463665021709,3.44353765098703,0.0005741566430947,-0.235276879983683,0.0723479028023892,-3.25202073412297,0.0011458766255676,0.0079596785940336
N5.HOG0067638,,0.252772541866876,0.157991486048828,1.59991242685543,0.109618012132791,-0.272527905508865,0.0838190375387556,-3.25138433357524,0.0011484449463203,0.0079652054557845
N5.HOG0063379,,0.210765315835223,0.160183358844923,1.3157753549123,0.188249453448616,-0.27704009520261,0.085219762106159,-3.25089026718356,0.0011504425169878,0.0079707971364655
N5.HOG0029241,,-0.283143281797807,0.988429272724717,-0.286457806957994,0.774527505152644,-1.66939100211266,0.513944220008058,-3.24819491517286,0.0011613968173484,0.0080223175788471
N5.HOG0012864,,0.295307848349531,0.338496260974717,0.872410961052203,0.382984222973432,-1.44060087139117,0.444300354240136,-3.24240315733026,0.0011852622284607,0.0081081278438004
N5.HOG0072379,,-0.123587677914282,0.305144625791348,-0.405013450896522,0.685467623763224,-0.744522536297951,0.229717451096665,-3.24103603249828,0.0011909612903051,0.0081209804338044
N5.HOG0071608,,-0.188039184264115,0.248311038641172,-0.757272754739857,0.448886470182698,-0.499850022198329,0.154204040393019,-3.24148460004267,0.00118908858555,0.0081209804338044
N5.HOG0062507,,0.261870053736738,0.151800956450505,1.72508829891412,0.0845115609255139,-0.258664800863537,0.0798543365234417,-3.2392079394161,0.0011986215309495,0.0081645974032647
N5.HOG0050388,,0.473977335266811,0.189912270431463,2.49576993729778,0.0125684087009866,-0.340650193061938,0.105269053594232,-3.2359955887416,0.0012121925745846,0.0082327430735878
N5.HOG0059685,,0.192602814775574,0.164181582762448,1.17310852736904,0.240752287335021,-0.282454005110994,0.087642173462436,-3.22280922473991,0.0012694006777105,0.0085801594063361
N5.HOG0062498,,0.150836709658128,0.168221097307921,0.896657506531589,0.369901701975259,-0.290545479259582,0.090256484988604,-3.2191091786509,0.0012858951524482,0.0086778529337395
N5.HOG0067662,,0.111296804837219,0.125778022008448,0.884866871493208,0.376228437497366,-0.206596656517956,0.0641834117685808,-3.21884815445553,0.0012870662131861,0.0086788678372175
N5.HOG0065368,,-0.0105361434243823,0.105252965618264,-0.100103055172766,0.920262509840943,-0.169411278227327,0.052635550662786,-3.21857140457548,0.0012883089008352,0.0086803637398721
N5.HOG0066037,,0.241791390909458,0.224937238197718,1.07492824597111,0.282406854749449,-0.425067083909105,0.132207824642468,-3.21514316613727,0.0013037947966362,0.0087569487802506
N5.HOG0058259,,0.212804637404246,0.202068051461137,1.05313351549378,0.29227980406121,-0.366424616801744,0.113976830209685,-3.21490443388913,0.0013048795604449,0.0087573172933094
N5.HOG0042193,,0.647871890301032,0.260948337275123,2.48275921995229,0.0130369175247084,-0.534871282097264,0.166416521344619,-3.21405157237749,0.0013087616427791,0.0087764438042499
N5.HOG0044384,,0.215829185551547,0.203384594917465,1.06118747901792,0.288604708482307,-0.369433325896798,0.114956307789751,-3.21368468594582,0.0013104349246222,0.0087807398157149
N5.HOG0064670,,0.21780640479703,0.154151938127107,1.4129332880488,0.157675340293587,-0.260790673794706,0.081195814124398,-3.2118733780433,0.0013187248405596,0.0088012470446171
N5.HOG0054746,,0.489535542314738,0.1772251259525,2.76222425958915,0.0057409031109819,-0.308856414555497,0.0962061194438645,-3.21036142337819,0.0013256817172802,0.0088341722761399
N5.HOG0053738,,0.120522274891744,0.202049716069133,0.596498115595008,0.550842512360016,-0.365427476479597,0.113888746373657,-3.20863551593297,0.0013336644263375,0.0088700279730134
N5.HOG0056289,,-0.070344667731715,0.342449445391329,-0.205416211585128,0.83724695532307,-1.12078061008264,0.349797590243559,-3.20408327942526,0.001354932781579,0.0089895923386002
N5.HOG0056975,,0.532756519657603,0.207447300950815,2.56815353690196,0.0102241859755304,-0.377556385932686,0.117910709901653,-3.20205336943183,0.0013645171513668,0.0090363126110851
N5.HOG0026939,,0.13143428013262,0.229884518165872,0.5717404598677,0.567497819527077,-0.43599024322698,0.136183902920632,-3.20148148111951,0.0013672286328677,0.0090434875712506
N5.HOG0029698,,0.234042287865428,0.313356350111138,0.746888607115891,0.45513080358444,-0.771269733975465,0.241065986200393,-3.19941334790518,0.0013770757636201,0.0090982226300148
N5.HOG0064746,,0.0558091891001079,0.121396407667826,0.459726858251169,0.645712288658974,-0.196949110502017,0.0616159209230652,-3.19639968942331,0.0013915420251908,0.0091795349801243
N5.HOG0068069,,0.122814603447522,0.0928060221585387,1.32334734956876,0.185719892208978,-0.146422413386109,0.045865998569386,-3.19239562972996,0.0014109792618336,0.0092789616014074
N5.HOG0036997,,0.294108343999367,0.162352311175478,1.81154393103453,0.0700566951762354,-0.274916278451498,0.0862599372935958,-3.18706791445707,0.0014372302302349,0.0094151864040005
N5.HOG0064079,,0.0548297358060924,0.172073116189054,0.318642080880617,0.749997939517467,-0.294682491147043,0.0925654651474092,-3.18350359583637,0.0014550430605554,0.0094953002491991
N5.HOG0068972,,0.135402579706944,0.317869755934093,0.425968740904743,0.670130623839392,-0.789668648182005,0.248217673577685,-3.18135544822461,0.0014658765557855,0.0095513367929839
N5.HOG0067267,,0.199251599711424,0.10983391098955,1.81411731510118,0.0696596663399872,-0.17524168205139,0.0550958235102573,-3.18067089093904,0.0014693444888706,0.0095662492679673
N5.HOG0063150,,0.264393995549576,0.129237555759169,2.04579848323863,0.0407762013369679,-0.21006377627749,0.0660774997617995,-3.17905152335881,0.0014775782421889,0.0095694623145108
N5.HOG0058214,,0.380067090242443,0.333730070040057,1.13884580492499,0.254767473158937,-0.923044788838136,0.290495100181825,-3.17748832341884,0.0014855667178757,0.0095987248680716
N5.HOG0069319,,-0.21732705042325,0.245224099550172,-0.886238550052404,0.375488994406324,-0.47491317437275,0.149475777907145,-3.17719152241354,0.0014870879583237,0.0096012583034116
N5.HOG0054177,,0.463822479642228,0.153690446277002,3.01790053238745,0.0025453243409544,-0.256359856449181,0.0807355531596282,-3.17530315228427,0.0014968003813872,0.0096493122724164
N5.HOG0056816,,0.263228769336215,0.183887452731631,1.43146672285671,0.152296497573632,-0.318623725841224,0.10045763178082,-3.17172244848855,0.0015153776069311,0.0097132868432144
N5.HOG0060306,,0.207874481762946,0.115768406066865,1.79560632149399,0.0725571498093019,-0.185085592413981,0.0583798463371888,-3.17036792705771,0.001522460263306,0.0097262444942089
N5.HOG0066034,,-0.0084944984080129,0.233227785602742,-0.0364214683343162,0.970946296279001,-0.439010029052989,0.138467072693372,-3.1705012644064,0.0015217617050734,0.0097262444942089
N5.HOG0063412,,0.234637888917969,0.19975661186314,1.17461888610089,0.240147223990258,-0.353939379411297,0.111719547548677,-3.16810609403054,0.0015343551640359,0.0097948760876328
N5.HOG0062495,,0.25231726146355,0.134570559850596,1.87498113810093,0.0607953184559919,-0.218950031602524,0.0691523771574166,-3.16619674699124,0.0015444629150562,0.0098410850945606
N5.HOG0057084,,-0.0045673402897085,0.20809410282984,-0.0219484369215563,0.982489086991175,-0.373236940429906,0.117926258341486,-3.16500282192538,0.0015508144703974,0.009853805335687
N5.HOG0062147,,0.27212395232237,0.189044414498225,1.43947099968365,0.150017120813195,-0.328890130614082,0.103973036964703,-3.16322519968069,0.0015603158121892,0.0099011350212562
N5.HOG0057439,,0.0799158996392101,0.185872588670198,0.429949893155082,0.667232090665505,-0.321732969522568,0.101748717135214,-3.16203465341993,0.001566709189608,0.0099342911664069
N5.HOG0068923,,0.0112397969628421,0.162996924779845,0.0689571105591307,0.945023759008308,-0.273440778226141,0.0865233689785356,-3.16031127144362,0.0015760066976854,0.0099709390568293
N5.HOG0067795,,-0.0449377814067608,0.18865424561068,-0.238201802781038,0.81172457894209,-0.326958093942853,0.103626385967105,-3.15516256686441,0.0016040869834319,0.010088544054687
N5.HOG0035924,,0.352235353406025,0.199019877242765,1.76985011892238,0.0767521121828046,-0.350178072133109,0.111025072435411,-3.15404497787494,0.0016102426656234,0.0101197737926001
N5.HOG0068964,,-0.131063858857166,0.602041273399503,-0.217699125704616,0.827663544929565,-3.23530512614001,1.02600673360651,-3.15329814139485,0.0016143683543144,0.0101350044994361
N5.HOG0002341,,0.157316312067487,0.241554544546212,0.65126620723706,0.514874658439457,-0.458360551835113,0.145450663675373,-3.1513128936841,0.0016253826501855,0.0101755624287365
N5.HOG0064330,,0.240727997067349,0.11942480875313,2.01572855406427,0.0438283680694979,-0.190184638154987,0.060390678413464,-3.14923831212642,0.0016369664414243,0.0102197421964923
N5.HOG0061934,,0.235378272413151,0.163383552655562,1.44064851441543,0.149684007072824,-0.272717585524927,0.086689841556617,-3.14590014963651,0.0016557652319358,0.0103211543472643
N5.HOG0059768,,0.440317737755055,0.318884044152546,1.3808083089426,0.167337908057885,-0.7724217334432,0.245547795514486,-3.14570827982706,0.001656851755978,0.0103211543472643
N5.HOG0028731,,0.336710917309538,0.285764910013108,1.17827943708727,0.23868522272659,-0.603695115499075,0.192237910242836,-3.14035413065239,0.0016874371862258,0.0104809690628588
N5.HOG0069487,,0.354017035193365,0.252651464386459,1.40120713748113,0.161152140563782,-0.488114580826697,0.155524723528802,-3.13850151764649,0.0016981405572351,0.010539750713845
N5.HOG0072156,,0.0402026834419941,0.351834585597159,0.114265865516772,0.90902704060169,-1.31428528230821,0.418866421279329,-3.13771936717687,0.0017026781082248,0.010560205489765
N5.HOG0053352,,0.532826116504515,0.224053306475819,2.37812208570115,0.0174010635726227,-0.408135327167991,0.13010651818399,-3.1369322065081,0.0017072559822801,0.0105731739592243
N5.HOG0067125,,0.171362528729671,0.164328605335796,1.04280401077768,0.297039073397347,-0.273620238068809,0.0872399449786784,-3.13641002565605,0.0017102990614581,0.0105843111002093
N5.HOG0058708,,-0.436936574484499,0.352063647768349,-1.24107267891513,0.21457890133175,-1.23370775780159,0.393440425482522,-3.13569139797606,0.0017144951181324,0.0106025621381624
N5.HOG0022195,,0.220669915523486,0.158918932122707,1.3885690809519,0.164963824782766,-0.262574473767091,0.0837976763566875,-3.13343382756145,0.0017277387074605,0.0106554019302838
N5.HOG0050338,,0.316837713009658,0.192633579369536,1.6447688614136,0.100017485915015,-0.332671467689989,0.106212263842087,-3.13213800041579,0.0017353828522315,0.010685107476982
N5.HOG0057294,,0.33444682698167,0.175850178825145,1.90188505474438,0.0571861834502674,-0.296619592744983,0.0947138699175638,-3.13174398853254,0.0017377133050171,0.010691714542775
N5.HOG0068540,,0.124347576774964,0.136535216966015,0.910736288688916,0.36243433882925,-0.219519444849699,0.0701848326747723,-3.1277333931524,0.0017615989437527,0.0107937095793659
N5.HOG0067748,,0.0673534779611346,0.159359473442224,0.422651233128941,0.67254974089344,-0.26286571072586,0.0840448958102149,-3.12768203460502,0.0017619067644715,0.0107937095793659
N5.HOG0068509,,0.178696038996958,0.157109021729808,1.13740151284421,0.255370475158396,-0.257838069168869,0.0826052267332884,-3.12132875079883,0.0018003692553318,0.0109897482347444
N5.HOG0041796,,-0.797586600274611,1.23669137770727,-0.644935846284687,0.518968760701936,-2.203255488596,0.706044624262214,-3.12056124058491,0.001805067607366,0.0110052104610914
N5.HOG0055647,,0.111897931700801,0.242631983213898,0.461183765712186,0.644666767955322,-0.454015176256741,0.145634506862427,-3.11749726104146,0.0018239364152518,0.0110996102765985
N5.HOG0058857,,0.396452910914938,0.160388670980717,2.47182614888431,0.0134424870146398,-0.26384669490619,0.0846383387442017,-3.11734255209806,0.0018248939443068,0.0110996102765985
N5.HOG0047340,,0.584146982874321,0.31650708024237,1.84560478845213,0.0649496107303246,-0.739919942259442,0.237386158181921,-3.11694644677809,0.0018273476365412,0.0110997725543166
N5.HOG0055770,,-0.0193193844680578,0.186708848646584,-0.103473320135067,0.917587323263455,-0.317711737713072,0.10193829894987,-3.1167062918061,0.0018288367631682,0.0110997725543166
N5.HOG0065995,,0.16128185921081,0.288705829308989,0.55863734929369,0.576409244695371,-0.606645649930189,0.194667064986118,-3.11632401697458,0.0018312094313828,0.0111062456369486
N5.HOG0022422,,0.466922988631851,0.278109442949743,1.67891813984982,0.0931679987101812,-0.5644693368432,0.181449382913979,-3.11089146613853,0.0018652348150546,0.0112564071064576
N5.HOG0035165,,-0.0583705708505986,0.355825127807856,-0.164042857822336,0.869697405118881,-1.26517737424439,0.407629636828724,-3.10374236791814,0.0019108964922555,0.0114507933459234
N5.HOG0068924,,0.195227346477379,0.155111085071197,1.25862923586517,0.208164282011169,-0.25213849733905,0.0812747873320686,-3.1022966114802,0.0019202544995521,0.0114986728705884
N5.HOG0064962,,0.391492473779265,0.216911540020421,1.80484852830978,0.0710983881140052,-0.384210430519874,0.123860316648369,-3.10196551176774,0.0019224035362647,0.0115034404994235
N5.HOG0044635,,-0.0188783921424985,0.28226698153821,-0.0668813335503182,0.946676173429548,-0.57428657795343,0.185570411223495,-3.09470984176339,0.0019700552141917,0.0117637471337027
N5.HOG0061359,,0.256923665473034,0.208066852138725,1.23481305566989,0.216900087290592,-0.361780350859746,0.116988679965426,-3.09243895192819,0.0019851906123007,0.0118292037264526
N5.HOG0051048,,-0.379865604375067,0.326060633302523,-1.16501523206766,0.244012827209079,-0.781857212671372,0.253003753870032,-3.0902988620201,0.0019995518469888,0.0118648909477626
N5.HOG0061130,,-0.327761776566172,0.304990043310192,-1.07466385790444,0.282525250560776,-0.665816945468575,0.215520734602724,-3.08934055322285,0.0020060135061632,0.0118866431082851
N5.HOG0063422,,0.213065589340197,0.341501712241248,0.623907821550481,0.532688123341173,-0.904186096500805,0.29272945111448,-3.08881150515736,0.0020095889620139,0.0118912563103634
N5.HOG0065429,,0.212503118370449,0.113452343581721,1.87306063199462,0.0610600128477708,-0.175771453119979,0.0569269530442222,-3.0876666275013,0.0020173463983292,0.0118967953462113
N5.HOG0041613,,-0.074344849101119,0.357013654774183,-0.208240912096607,0.835040865478281,-1.15160970250242,0.373782366666288,-3.0809631625308,0.0020633217413854,0.0120581652911524
N5.HOG0068140,,0.0795603697394728,0.0815281582443386,0.975863694860267,0.329132015356713,-0.122706848068232,0.0398268516757221,-3.08100798595215,0.0020630111560569,0.0120581652911524
N5.HOG0050625,,0.799770219070364,0.185781805443357,4.30488990653181,1.67068798909872e-05,-0.311024146694553,0.100992489331527,-3.07967601108986,0.0020722588465109,0.012093770483609
N5.HOG0024877,,0.154659369281458,0.207918932414083,0.743844571948094,0.45697051145397,-0.359223668372545,0.116702169257688,-3.07812331730825,0.0020830869459274,0.0121402988372962
N5.HOG0068507,,0.0636679449942568,0.103037646696674,0.617909541176585,0.536634969245393,-0.157582489349083,0.0512120646544868,-3.07705792399208,0.0020905467291471,0.0121754296466711
N5.HOG0021084,,-0.342105464102697,0.354244022361226,-0.965733908006073,0.334177347671945,-1.05976256066738,0.344514629785446,-3.0761032160735,0.0020972523118332,0.0122061228763356
N5.HOG0061940,,0.0629874566820524,0.202510755769486,0.311032648328811,0.755775801954812,-0.346498537600773,0.112693066539367,-3.07471034590874,0.0021070708049558,0.0122465024937383
N5.HOG0028026,,-0.239605193405795,0.349677186171015,-0.685218260960874,0.493206202327484,-0.978724836837848,0.3184757725962,-3.0731531910868,0.0021180972539994,0.012293783033442
N5.HOG0057746,,0.405262171120044,0.151500275624221,2.67499296255573,0.0074730818868279,-0.242456058715824,0.0789253798206703,-3.0719656879285,0.0021265416800454,0.0123259686030305
N5.HOG0068279,,0.105047281020856,0.090979624890668,1.1546242485292,0.248244332319866,-0.137394261365993,0.044761831901747,-3.0694512607879,0.0021445239429902,0.0123880083268893
N5.HOG0062492,,0.296404173576583,0.227393039880488,1.30348832898476,0.19240809831589,-0.404172724523909,0.131675922599843,-3.06945048528097,0.0021445295105743,0.0123880083268893
N5.HOG0064153,,0.337730618952865,0.147699513156791,2.2866061758399,0.0222188204448922,-0.235235827705372,0.076618470774007,-3.07022347651941,0.0021389865595963,0.0123880083268893
N5.HOG0064089,,0.305092789962545,0.138510882776083,2.20266295216499,0.0276185133177552,-0.218429383480731,0.0711560209157416,-3.06972453869197,0.0021425628284051,0.0123880083268893
N5.HOG0027296,,-0.19635444331318,0.321254635296614,-0.611211237876418,0.541059744571076,-0.735903367869248,0.240166046263037,-3.06414407581689,0.002182937535896,0.0125432708534342
N5.HOG0067589,,0.087305620423326,0.125653305911185,0.694813556955164,0.48717215105408,-0.195204687444446,0.0637152795734545,-3.06370291005947,0.0021861589351048,0.0125432708534342
N5.HOG0069792,,0.141267182673595,0.233752530045373,0.604345042366702,0.545614265928518,-0.419167700475137,0.136809432219326,-3.06388012635815,0.0021848643756632,0.0125432708534342
N5.HOG0058485,,0.446996087426078,0.156190747752123,2.86186021809351,0.0042116260840407,-0.250286015589665,0.0817495682852833,-3.06161880532796,0.002201436097448,0.0126224077137313
N5.HOG0058897,,0.382291111441309,0.315157068712506,1.21301772796359,0.225123042685275,-0.70130766109241,0.229128700666924,-3.0607586873714,0.002207769516175,0.012643519884997
N5.HOG0021668,,-0.300467023201703,0.357606183399444,-0.840217639262919,0.400786370034835,-1.47639715090693,0.482370027361514,-3.06071494322021,0.0022080920689989,0.012643519884997
N5.HOG0067344,,0.105714588413731,0.0879767857805208,1.20161912572552,0.229511127934361,-0.131972622149725,0.043169575774091,-3.05707479824092,0.0022350849492133,0.0127465795983335
N5.HOG0063926,,0.164483128698532,0.132751050172476,1.23903448209885,0.215332728469571,-0.207112246579605,0.0677612845229535,-3.05649823549976,0.0022393879860865,0.0127625598744635
N5.HOG0061633,,0.250496304810803,0.167705625206228,1.49366668233559,0.135262760983649,-0.271766209138443,0.0889308391112302,-3.05592763831377,0.002243653972818,0.0127783077315701
N5.HOG0054311,,0.0579163455480475,0.293638276709994,0.197237043470485,0.843642043449019,-0.603190429373355,0.197456159860295,-3.05480684826508,0.002252055081677,0.0128175695512239
N5.HOG0019081,,0.530510344067295,0.225584557667125,2.35171391851264,0.0186871410159599,-0.396971346053633,0.129967242073085,-3.05439539780649,0.0022551464175423,0.0128265784927252
N5.HOG0064013,,0.241339489858308,0.157446754956589,1.53283241642453,0.12531715128747,-0.25193362337055,0.0824884719557221,-3.05416766000687,0.0022568591427693,0.0128277395187191
N5.HOG0065657,,0.216482935683857,0.100245174075167,2.15953473751794,0.0308087053668397,-0.151702725422784,0.049674791244093,-3.05391772412981,0.0022587401825142,0.0128298550357455
N5.HOG0054597,,-0.108073718798272,0.315905152407038,-0.342108123197121,0.732269524472505,-0.701141350992164,0.22964187906209,-3.05319462571803,0.0022641903781296,0.0128436534658186
N5.HOG0057580,,0.267181561819393,0.213302852230818,1.25259254166124,0.210354030551994,-0.367617023342848,0.120412153932218,-3.05298934814991,0.0022657398069744,0.0128438743288141
N5.HOG0061514,,0.264474815737833,0.189163734727576,1.39812642269258,0.162075106568217,-0.314626804736469,0.103071441811026,-3.05251191996824,0.0022693471779781,0.0128491767307327
N5.HOG0058489,,0.187034819050386,0.116699211906627,1.60270850157956,0.108999025681829,-0.179053630720815,0.0586586890656016,-3.05246560352837,0.0022696974174331,0.0128491767307327
N5.HOG0020983,,-0.0235414984846958,0.27820943383443,-0.0846179015579537,0.932565166726431,-0.545379376879655,0.178860206898229,-3.04919348097353,0.0022945665171652,0.0129346479628626
N5.HOG0022682,,0.289814561612303,0.276976862290026,1.04634935646297,0.295399765498577,-0.541057562171144,0.17747776425242,-3.04859352071631,0.0022991533803896,0.0129469738010612
N5.HOG0042081,,0.301336361100807,0.132261110243856,2.27834440936734,0.0227060656957092,-0.205353915625643,0.0674447018499493,-3.04477460783374,0.0023285474477017,0.013086385308342
N5.HOG0067644,,0.0324882550865976,0.218230170380019,0.148871510433336,0.881655022047906,-0.377647317596718,0.124047371457202,-3.04437984586405,0.0023316054639804,0.013086385308342
N5.HOG0020714,,-0.137689155006717,0.360294953635404,-0.382156767996394,0.702345086656804,-1.44755164026149,0.47543154156748,-3.04471099138472,0.0023290400029528,0.013086385308342
